time;Va;Vb;Vc;ia;ib;ic;id;iq;Te;theta_r;omega_r;iq_ref;duty_a;duty_b;duty_c
0.001330;0.000404;10.274487;-10.274895;0.000204;3.084621;-3.084826;0.000030;3.553869;0.534290;-0.000006;0.018626;5.463474;0.500005;0.585622;0.414378
0.001340;0.000355;10.238304;-10.238670;0.000204;3.091499;-3.091705;0.000035;3.561932;0.535481;-0.000006;0.019215;5.464252;0.500004;0.585321;0.414679
0.001350;0.000305;10.202713;-10.203022;0.000204;3.098275;-3.098480;0.000040;3.569874;0.536655;-0.000006;0.019807;5.465024;0.500004;0.585024;0.414976
0.001360;0.000252;10.167690;-10.167957;0.000203;3.104951;-3.105156;0.000045;3.577699;0.537811;-0.000005;0.020401;5.465790;0.500003;0.584732;0.415268
0.001370;0.000206;10.133244;-10.133450;0.000203;3.111527;-3.111732;0.000050;3.585407;0.538950;-0.000005;0.020998;5.466549;0.500003;0.584445;0.415555
0.001380;0.000153;10.099350;-10.099503;0.000202;3.118006;-3.118210;0.000056;3.593000;0.540072;-0.000005;0.021598;5.467302;0.500002;0.584162;0.415838
0.001390;0.000099;10.066010;-10.066097;0.000201;3.124389;-3.124592;0.000061;3.600481;0.541178;-0.000005;0.022201;5.468049;0.500001;0.583884;0.416116
0.001400;0.000046;10.033199;-10.033241;0.000201;3.130677;-3.130880;0.000066;3.607851;0.542267;-0.000004;0.022807;5.468790;0.500001;0.583610;0.416390
0.001410;-0.000019;10.000927;-10.000916;0.000200;3.136873;-3.137074;0.000072;3.615112;0.543340;-0.000004;0.023415;5.469525;0.500000;0.583341;0.416659
0.001420;-0.000069;9.969173;-9.969109;0.000199;3.142977;-3.143177;0.000078;3.622265;0.544397;-0.000004;0.024026;5.470255;0.499999;0.583076;0.416924
0.001430;-0.000130;9.937946;-9.937813;0.000198;3.148990;-3.149189;0.000083;3.629312;0.545438;-0.000004;0.024640;5.470978;0.499998;0.582816;0.417184
0.001440;-0.000187;9.907211;-9.907028;0.000196;3.154915;-3.155113;0.000089;3.636255;0.546464;-0.000003;0.025256;5.471696;0.499998;0.582559;0.417441
0.001450;-0.000248;9.876991;-9.876740;0.000195;3.160752;-3.160949;0.000095;3.643096;0.547475;-0.000003;0.025874;5.472409;0.499997;0.582307;0.417693
0.001460;-0.000309;9.847244;-9.846939;0.000193;3.166503;-3.166699;0.000101;3.649836;0.548471;-0.000003;0.026495;5.473116;0.499996;0.582059;0.417941
0.001470;-0.000366;9.817993;-9.817623;0.000192;3.172170;-3.172364;0.000107;3.656476;0.549453;-0.000003;0.027119;5.473817;0.499995;0.581815;0.418185
0.001480;-0.000431;9.789211;-9.788780;0.000190;3.177753;-3.177945;0.000113;3.663018;0.550420;-0.000002;0.027745;5.474513;0.499995;0.581575;0.418425
0.001490;-0.000496;9.760902;-9.760414;0.000188;3.183255;-3.183445;0.000120;3.669464;0.551372;-0.000002;0.028373;5.475204;0.499994;0.581339;0.418661
0.001500;-0.000561;9.733055;-9.732502;0.000186;3.188675;-3.188863;0.000126;3.675815;0.552311;-0.000002;0.029004;5.475889;0.499993;0.581106;0.418894
0.001510;-0.000622;9.705662;-9.705032;0.000184;3.194016;-3.194202;0.000132;3.682074;0.553236;-0.000002;0.029637;5.476570;0.499992;0.580878;0.419122
0.001520;-0.000698;9.678707;-9.678024;0.000182;3.199279;-3.199463;0.000139;3.688240;0.554147;-0.000001;0.030272;5.477245;0.499991;0.580653;0.419347
0.001530;-0.000759;9.652203;-9.651443;0.000180;3.204464;-3.204646;0.000146;3.694315;0.555045;-0.000001;0.030910;5.477915;0.499991;0.580432;0.419568
0.001540;-0.000824;9.626125;-9.625298;0.000177;3.209574;-3.209753;0.000152;3.700301;0.555930;-0.000001;0.031550;5.478581;0.499990;0.580214;0.419786
0.001550;-0.000896;9.600475;-9.599583;0.000175;3.214609;-3.214786;0.000159;3.706201;0.556802;-0.000000;0.032191;5.479241;0.499989;0.580000;0.420000
0.001560;-0.000965;9.575249;-9.574276;0.000172;3.219571;-3.219745;0.000166;3.712013;0.557661;0.000000;0.032836;5.479896;0.499988;0.579790;0.420210
0.001570;-0.001038;9.550430;-9.549389;0.000169;3.224460;-3.224631;0.000173;3.717741;0.558508;0.000000;0.033482;5.480547;0.499987;0.579583;0.420417
0.001580;-0.001106;9.526020;-9.524899;0.000166;3.229278;-3.229446;0.000180;3.723385;0.559342;0.000001;0.034130;5.481193;0.499986;0.579379;0.420621
0.001590;-0.001183;9.502007;-9.500820;0.000163;3.234026;-3.234191;0.000188;3.728946;0.560164;0.000001;0.034780;5.481835;0.499985;0.579178;0.420822
0.001600;-0.001259;9.478390;-9.477131;0.000160;3.238705;-3.238867;0.000195;3.734427;0.560974;0.000001;0.035433;5.482471;0.499984;0.578981;0.421019
